id,han,chars
10012,"sanh","鎗"
10013,"cách","鎘"
10014,"chuỳ","鎚"
10015,"bác","鎛"
10016,"bề","鎞"
10017,"tư","鎡"
10018,"ô","鎢"
10019,"oanh","鎣"
10020,"lưu","鎦"
10021,"thiên","鎦"
10022,"khải","鎧"
10023,"sát","鎩"
10024,"sưu","鎪"
10025,"cảo","鎬"
10026,"hạo","鎬"
10027,"trấn","鎮"
10028,"dật","鎰"
10029,"đảng","鎲"
10030,"niết","鎳"
10031,"gia","鎵"
10032,"thốc","鏃"
10033,"tuyền","鏇"
10034,"liên","鏈"
10035,"ngao","鏊"
10036,"luy","鏍"
10037,"lưu","鏐"
10038,"đích","鏑"
10039,"ao","鏖"
10040,"ngao","鏖"
10041,"khanh","鏗"
10042,"thương","鏘"
10043,"thích","鏚"
10044,"đường","鏜"
10045,"thang","鏜"
10046,"man","鏝"
10047,"mạn","鏝"
10048,"dung","鏞"
10049,"sản","鏟"
10050,"kính","鏡"
10051,"phiêu","鏢"
10052,"tiêu","鏢"
10053,"lâu","鏤"
10054,"lậu","鏤"
10055,"lũ","鏤"
10056,"tung","鏦"
10057,"tạm","鏨"
10058,"hoa","鏵"
10059,"mộc","鏷"
10060,"cưỡng","鏹"
10061,"xoang","鏹"
10062,"bát","鏺"
10063,"tú","鏽"
10064,"nao","鐃"
10065,"nạo","鐃"
10066,"não","鐃"
10067,"nghiêu","鐃"
10068,"thang","鐋"
10069,"thảng","鐋"
10070,"quyết","鐍"
10071,"tiêu","鐎"
10072,"tỗn","鐏"
10073,"liêu","鐐"
10074,"liễu","鐐"
10075,"lao","鐒"
10076,"đội","鐓"
10077,"đối","鐓"
10078,"đàm","鐔"
10079,"chung","鐘"
10080,"giản","鐘"
10081,"đặng","鐙"
10082,"phổ","鐠"
10083,"thuyên","鐫"
10084,"tuấn","鐫"
10085,"tuyên","鐫"
10086,"liêm","鐮"
10087,"chúc","鐲"
10088,"trạc","鐲"
10089,"trọc","鐲"
10090,"lôi","鐳"
10091,"thiết","鐵"
10092,"đạc","鐸"
10093,"đang","鐺"
10094,"ý","鐿"
10095,"chú","鑄"
10096,"hoạch","鑊"
10097,"tấn","鑌"
10098,"giám","鑑"
10099,"giám","鑒"
10100,"chất","鑕"
10101,"lạp","鑞"
10102,"thước","鑠"
10103,"lự","鑢"
10104,"biều","鑣"
10105,"phiêu","鑣"
10106,"tiêu","鑣"
10107,"bào","鑤"
10108,"bộc","鑤"
10109,"lô","鑪"
10110,"lư","鑪"
10111,"hâm","鑫"
10112,"tân","鑫"
10113,"lan","鑭"
10114,"dược","鑰"
10115,"thược","鑰"
10116,"sàm","鑱"
10117,"nhương","鑲"
10118,"tương","鑲"
10119,"huề","鑴"
10120,"quán","鑵"
10121,"nhiếp","鑷"
10122,"la","鑼"
10123,"toàn","鑽"
10124,"toản","鑽"
10125,"toán","鑽"
10126,"loan","鑾"
10127,"tạc","鑿"
10128,"quắc","钁"
10129,"trường","長"
10130,"trưởng","長"
10131,"môn","門"
10132,"soan","閂"
10133,"thuyên","閂"
10134,"thiểm","閃"
10135,"hạn","閈"
10136,"hãn","閈"
10137,"bế","閉"
10138,"khai","開"
10139,"hoành","閎"
10140,"hoằng","閎"
10141,"nhuận","閏"
10142,"nhàn","閑"
10143,"gian","閒"
10144,"nhàn","閒"
10145,"gian","間"
10146,"mân","閔"
10147,"mẫn","閔"
10148,"áp","閘"
10149,"hạp","閘"
10150,"sáp","閘"
10151,"bí","閟"
10152,"cai","閡"
10153,"hạch","閡"
10154,"hãi","閡"
10155,"ngại","閡"
10156,"các","閣"
10157,"các","閤"
10158,"cáp","閤"
10159,"phiệt","閥"
10160,"khuê","閨"
10161,"mân","閩"
10162,"khổn","閫"
10163,"lang","閬"
10164,"lãng","閬"
10165,"lư","閭"
10166,"xương","閶"
10167,"yêm","閹"
10168,"diêm","閻"
10169,"át","閼"
10170,"hôn","閽"
10171,"quắc","閾"
10172,"vực","閾"
10173,"văn","閿"
10174,"khuất","闃"
10175,"khuých","闃"
10176,"ban","闆"
10177,"ám","闇"
10178,"vi","闈"
10179,"nhân","闉"
10180,"khoát","闊"
10181,"khuê","闋"
10182,"khuyết","闋"
10183,"lan","闌"
10184,"đồ","闍"
10185,"điền","闐"
10186,"niết","闑"
10187,"thác","闒"
10188,"tháp","闒"
10189,"thu","闒"
10190,"khải","闓"
10191,"hạp","闔"
10192,"khuyết","闕"
10193,"sấm","闖"
10194,"khuy","闚"
10195,"quan","關"
10196,"hám","闞"
10197,"khám","闞"
10198,"hội","闠"
10199,"xiển","闡"
10200,"tịch","闢"
10201,"hoàn","闤"
10202,"thát","闥"
10203,"phụ","阜"
10204,"ấp","阝"
10205,"phụ","阝"
10206,"phi","阠"
10207,"thiên","阡"
10208,"ngột","阢"
10209,"di","阤"
10210,"ách","阨"
10211,"bản","阪"
10212,"phản","阪"
10213,"hàng","阬"
10214,"khanh","阬"
10215,"nguyễn","阮"
10216,"chỉ","阯"
10217,"tịnh","阱"
10218,"tỉnh","阱"
10219,"phòng","防"
10220,"đương","阹"
10221,"trở","阻"
10222,"tộ","阼"
10223,"điếm","阽"
10224,"diêm","阽"
10225,"tập","阽"
10226,"a","阿"
10227,"đà","陀"
10228,"bì","陂"
10229,"bí","陂"
10230,"pha","陂"
10231,"phụ","附"
10232,"bính","陋"
10233,"lậu","陋"
10234,"bách","陌"
10235,"mạch","陌"
10236,"giáng","降"
10237,"hàng","降"
10238,"hạn","限"
10239,"cai","陔"
10240,"hình","陘"
10241,"kinh","陘"
10242,"bệ","陛"
10243,"hiệp","陜"
10244,"hiệp","陝"
10245,"thiểm","陝"
10246,"xiểm","陝"
10247,"thăng","陞"
10248,"trắc","陟"
10249,"đẩu","陡"
10250,"đồ","陡"
10251,"viện","院"
10252,"trận","陣"
10253,"trừ","除"
10254,"bồi","陪"
10255,"tưu","陬"
10256,"ất","陯"
10257,"âm","陰"
10258,"thuỳ","陲"
10259,"trần","陳"
10260,"bệ","陴"
10261,"lăng","陵"
10262,"đào","陶"
10263,"hãm","陷"
10264,"lục","陸"
10265,"tấc","陼"
10266,"dương","陽"
10267,"du","隃"
10268,"đề","隄"
10269,"ngung","隅"
10270,"long","隆"
10271,"ôi","隈"
10272,"niết","隉"
10273,"đội","隊"
10274,"tuỳ","隋"
10275,"hoàng","隍"
10276,"huỳnh","隍"
10277,"giai","階"
10278,"cái","隑"
10279,"cách","隔"
10280,"vẫn","隕"
10281,"ngỗi","隗"
10282,"ải","隘"
10283,"khích","隙"
10284,"tế","際"
10285,"chướng","障"
10286,"lĩnh","隢"
10287,"đồi","隤"
10288,"toại","隧"
10289,"tuỳ","隨"
10290,"áo","隩"
10291,"úc","隩"
10292,"hiểm","險"
10293,"thấp","隰"
10294,"ẩn","隱"
10295,"huy","隳"
10296,"lũng","隴"
10297,"đãi","隶"
10298,"lệ","隸"
10299,"chuy","隹"
10300,"duy","隹"
10301,"chích","隻"
10302,"chuẩn","隼"
10303,"tước","雀"
10304,"nhạn","雁"
10305,"hùng","雄"
10306,"nhã","雅"
10307,"tập","集"
10308,"cố","雇"
10309,"trĩ","雉"
10310,"cẩu","雊"
10311,"tuyển","雋"
10312,"thư","雌"
10313,"ung","雍"
10314,"sư","雎"
10315,"thư","雎"
10316,"lạc","雒"
10317,"chuy","雔"
10318,"điêu","雕"
10319,"tuy","雖"
10320,"hoạch","雘"
10321,"song","雙"
10322,"sồ","雛"
10323,"trâu","雛"
10324,"tạp","雜"
10325,"ung","雝"
10326,"kê","雞"
10327,"li","離"
10328,"ly","離"
10329,"nan","難"
10330,"nạn","難"
10331,"vũ","雨"
10332,"hu","雩"
10333,"vu","雩"
10334,"tuyết","雪"
10335,"văn","雯"
10336,"phân","雰"
10337,"bàng","雱"
10338,"vân","雲"
10339,"ẩm","雵"
10340,"linh","零"
10341,"lôi","雷"
10342,"bạc","雹"
10343,"bão","雹"
10344,"điện","電"
10345,"nhu","需"
10346,"mộc","霂"
10347,"tiêu","霄"
10348,"đình","霆"
10349,"chấn","震"
10350,"bái","霈"
10351,"mai","霉"
10352,"mỗi","霉"
10353,"hoắc","霍"
10354,"sát","霎"
10355,"siếp","霎"
10356,"thiếp","霎"
10357,"phi","霏"
10358,"triêm","霑"
10359,"nghê","霓"
10360,"lâm","霖"
10361,"anh","霙"
10362,"sương","霜"
10363,"hà","霞"
10364,"lựu","霤"
10365,"vụ","霧"
10366,"uý","霨"
10367,"tản","霰"
10368,"tán","霰"
10369,"lộ","露"
10370,"bá","霸"
10371,"phách","霸"
10372,"phích","霹"
10373,"tịch","霹"
10374,"tích","霹"
10375,"tễ","霽"
10376,"mai","霾"
10377,"lịch","靂"
10378,"ai","靄"
10379,"ái","靄"
10380,"đãi","靆"
10381,"linh","靈"
10382,"ái","靉"
10383,"thanh","青"
10384,"tịnh","靖"
10385,"tĩnh","靖"
10386,"tịnh","靚"
10387,"điện","靛"
10388,"đĩnh","靛"
10389,"tĩnh","靜"
10390,"tranh","靜"
10391,"phi","非"
10392,"kháo","靠"
10393,"mi","靡"
10394,"mỵ","靡"
10395,"mỹ","靡"
10396,"diện","面"
10397,"điến","靦"
10398,"thiển","靦"
10399,"diệp","靨"
10400,"yếm","靨"
10401,"cách","革"
10402,"ất","靪"
10403,"đinh","靪"
10404,"đích","靮"
10405,"ngột","靰"
10406,"cận","靳"
10407,"ngoa","靴"
10408,"ba","靶"
10409,"bá","靶"
10410,"dẫn","靷"
10411,"mạt","靺"
10412,"đát","靼"
10413,"đoái","靾"
10414,"áo","靿"
10415,"đào","鞀"
10416,"bạc","鞄"
10417,"ương","鞅"
10418,"ưởng","鞅"
10419,"hài","鞋"
10420,"an","鞍"
10421,"củng","鞏"
10422,"man","鞔"
10423,"điều","鞗"
10424,"sao","鞘"
10425,"sáo","鞘"
10426,"tiêu","鞘"
10427,"khống","鞚"
10428,"quýnh","鞚"
10429,"cúc","鞠"
10430,"nhu","鞣"
10431,"nhưng","鞥"
10432,"thu","鞦"
10433,"hạt","鞨"
10434,"cúc","鞫"
10435,"kiền","鞬"
10436,"kiện","鞬"
10437,"tiên","鞭"
10438,"tháp","鞳"
10439,"bàn","鞶"
10440,"khuếch","鞹"
10441,"cơ","鞿"
10442,"cương","韁"
10443,"thát","韃"
10444,"thiên","韆"
10445,"tiên","韉"
10446,"tiến","韉"
10447,"vi","韋"
10448,"nhận","韌"
10449,"nhẫn","韌"
10450,"phất","韍"
10451,"hàn","韓"
10452,"sướng","韔"
10453,"vã","韔"
10454,"thiếp","韘"
10455,"vĩ","韙"
10456,"thao","韜"
10457,"câu","韝"
10458,"uẩn","韞"
10459,"vĩ","韡"
10460,"cửu","韭"
10461,"tiêm","韱"
10462,"âm","音"
10463,"thiều","韶"
10464,"hoàng","韹"
10465,"huỳnh","韹"
10466,"vận","韻"
10467,"hưởng","響"
10468,"hiệt","頁"
10469,"đỉnh","頂"
10470,"đính","頂"
10471,"khoảnh","頃"
10472,"hạng","項"
10473,"thuận","順"
10474,"han","頇"
10475,"hiên","頇"
10476,"tu","須"
10477,"húc","頊"
10478,"tụng","頌"
10479,"ạt","頎"
10480,"kì","頎"
10481,"kỳ","頎"
10482,"hàng","頏"
10483,"dự","預"
10484,"ngoan","頑"
10485,"ban","頒"
10486,"đốn","頓"
10487,"phán","頖"
10488,"pha","頗"
10489,"phả","頗"
10490,"lãnh","領"
10491,"linh","領"
10492,"hàm","頜"
10493,"át","頞"
10494,"ngỗi","頠"
10495,"hiệt","頡"
10496,"di","頤"
10497,"cai","頦"
10498,"hài","頦"
10499,"phủ","頫"
10500,"triệu","頫"
10501,"đầu","頭"
10502,"giáp","頰"
10503,"đĩnh","頲"
10504,"hàm","頷"
10505,"hạm","頷"
10506,"cảnh","頸"
10507,"đồi","頹"
10508,"tần","頻"
10509,"khoả","顆"
10510,"cảnh","顈"
10511,"đề","題"
10512,"ngạch","額"
10513,"ngạc","顎"
10514,"nhan","顏"
10515,"ngung","顒"
10516,"chuyên","顓"
10517,"nguyện","願"
10518,"tảng","顙"
10519,"điên","顛"
10520,"loại","類"
10521,"man","顢"
10522,"túc","顣"
10523,"hạo","顥"
10524,"cố","顧"
10525,"chiên","顫"
10526,"chiến","顫"
10527,"hiển","顯"
10528,"tần","顰"
10529,"lâu","顱"
10530,"lô","顱"
10531,"lư","顱"
10532,"nhiếp","顳"
10533,"quyền","顴"
10534,"phong","風"
10535,"chiểm","颭"
10536,"bão","颮"
10537,"phong","颯"
10538,"táp","颯"
10539,"đài","颱"
10540,"quát","颳"
10541,"cụ","颶"
10542,"ti","颸"
10543,"tư","颸"
10544,"ty","颸"
10545,"dương","颺"
10546,"diêu","颻"
10547,"du","颼"
10548,"sưu","颼"
10549,"phàm","颿"
10550,"lưu","飀"
10551,"liêu","飂"
10552,"phiêu","飄"
10553,"tiêu","飆"
10554,"phi","飛"
10555,"thực","食"
10556,"tự","食"
10557,"cơ","飢"
10558,"đính","飣"
10559,"thác","飥"
10560,"san","飧"
10561,"sôn","飧"
10562,"tôn","飧"
10563,"đồn","飩"
10564,"đốn","飩"
10565,"tuân","飩"
10566,"nhẫm","飪"
10567,"sum","飫"
10568,"ứ","飫"
10569,"sức","飭"
10570,"phạn","飯"
10571,"ẩm","飲"
10572,"di","飴"
10573,"tự","飼"
10574,"tứ","飼"
10575,"bão","飽"
10576,"sức","飾"
10577,"thiểm","餂"
10578,"giảo","餃"
10579,"hiệu","餃"
10580,"bính","餅"
10581,"tư","餈"
10582,"hướng","餉"
10583,"dưỡng","養"
10584,"nhị","餌"
10585,"nhĩ","餌"
10586,"san","餐"
10587,"xan","餐"
10588,"bột","餑"
10589,"nỗi","餒"
10590,"ngạ","餓"
10591,"ngã","餓"
10592,"bô","餔"
10593,"tuấn","餕"
10594,"đậu","餖"
10595,"tốc","餗"
10596,"dư","餘"
10597,"hào","餚"
10598,"hồn","餛"
10599,"tiễn","餞"
10600,"hãm","餡"
10601,"xiểm","餡"
10602,"uỷ","餧"
10603,"quán","館"
10604,"hồ","餬"
10605,"thiết","餮"
10606,"hầu","餱"
10607,"ế","餲"
10608,"dường","餳"
10609,"uỷ","餵"
10610,"bác","餺"
10611,"hí","餼"
10612,"quị","餽"
10613,"quỵ","餽"
10614,"quỹ","餽"
10615,"lưu","餾"
10616,"lựu","餾"
10617,"sưu","餿"
10618,"diệp","饁"
10619,"man","饅"
10620,"ốc","饇"
10621,"tu","饈"
10622,"cầm","饉"
10623,"cẩn","饉"
10624,"quĩ","饋"
10625,"quỹ","饋"
10626,"ý","饐"
10627,"cơ","饑"
10628,"nhiêu","饒"
10629,"ung","饔"
10630,"thao","饕"
10631,"hưởng","饗"
10632,"chiên","饘"
10633,"yếm","饜"
10634,"sàm","饞"
10635,"hướng","饟"
10636,"thủ","首"
10637,"quì","馗"
10638,"quỳ","馗"
10639,"quắc","馘"
10640,"hương","香"
10641,"biệt","馣"
10642,"phúc","馥"
10643,"phức","馥"
10644,"hinh","馨"
10645,"mã","馬"
10646,"ngự","馭"
10647,"bằng","馮"
10648,"phùng","馮"
10649,"đà","馱"
10650,"khu","馳"
10651,"trì","馳"
10652,"tuần","馴"
10653,"chúc","馵"
10654,"nhật","馹"
10655,"bác","駁"
10656,"xinh","駉"
10657,"trú","駐"
10658,"nô","駑"
10659,"câu","駒"
10660,"tảng","駔"
10661,"giá","駕"
10662,"trừu","駖"
10663,"bảnh","駘"
10664,"đài","駘"
10665,"thai","駘"
10666,"phụ","駙"
10667,"sử","駛"
10668,"trách","駜"
10669,"đà","駝"
10670,"tứ","駟"
10671,"biền","駢"
10672,"quynh","駧"
10673,"hãi","駭"
10674,"bác","駮"
10675,"nhân","駰"
10676,"lạc","駱"
10677,"nghiệm","駸"
10678,"xâm","駸"
10679,"tuấn","駿"
10680,"sánh","騁"
10681,"sính","騁"
10682,"tinh","騂"
10683,"tuynh","騂"
10684,"ngãi","騃"
10685,"lục","騄"
10686,"duy","騅"
10687,"truy","騅"
10688,"thu","騇"
10689,"khoá","騍"
10690,"kị","騎"
10691,"kỵ","騎"
10692,"kì","騏"
10693,"kỳ","騏"
10694,"phi","騑"
10695,"vụ","騖"
10696,"biên","騙"
10697,"biển","騙"
10698,"phiến","騙"
10699,"hoạch","騞"
10700,"tông","騣"
10701,"quì","騤"
10702,"quỳ","騤"
10703,"oa","騧"
10704,"qua","騧"
10705,"khiên","騫"
10706,"chất","騭"
10707,"lưu","騮"
10708,"đằng","騰"
10709,"nguyên","騵"
10710,"sô","騶"
10711,"tao","騷"
10712,"phiến","騸"
10713,"thiến","騸"
10714,"loa","騾"
10715,"mộ","驀"
10716,"ngao","驁"
10717,"tham","驂"
10718,"phiêu","驃"
10719,"phiếu","驃"
10720,"thông","驄"
10721,"khu","驅"
10722,"hoa","驊"
10723,"túc","驌"
10724,"kiêu","驍"
10725,"kiêu","驕"
10726,"thiết","驖"
10727,"nghiệm","驗"
10728,"kinh","驚"
10729,"dịch","驛"
10730,"sậu","驟"
10731,"lư","驢"
10732,"tương","驤"
10733,"kí","驥"
10734,"ký","驥"
10735,"sương","驦"
10736,"hoan","驩"
10737,"li","驪"
10738,"ly","驪"
10739,"cốt","骨"
10740,"uỷ","骫"
10741,"cán","骭"
10742,"ang","骯"
10743,"khảng","骯"
10744,"cổ","骰"
10745,"đầu","骰"
10746,"sắc","骰"
10747,"giới","骱"
10748,"bí","骳"
10749,"cô","骷"
10750,"khô","骷"
10751,"hài","骸"
10752,"cách","骼"
10753,"lạc","骼"
10754,"ngạnh","骾"
10755,"bễ","髀"
10756,"khoả","髁"
10757,"bác","髆"
10758,"lâu","髏"
10759,"độc","髑"
10760,"tang","髒"
10761,"tạng","髒"
10762,"tảng","髒"
10763,"táng","髒"
10764,"tuỷ","髓"
10765,"thể","體"
10766,"bận","髕"
10767,"tẫn","髕"
10768,"khoan","髖"
10769,"cao","高"
10770,"bưu","髟"
10771,"tiêu","髟"
10772,"khôn","髡"
10773,"phảng","髣"
10774,"mao","髦"
10775,"đảm","髧"
10776,"thiều","髫"
10777,"thử","髭"
10778,"tì","髭"
10779,"tỳ","髭"
10780,"phát","髮"
10781,"nhiêm","髯"
10782,"bị","髲"
10783,"hưu","髹"
10784,"kế","髻"
10785,"qua","髽"
10786,"lị","鬁"
10787,"lỵ","鬁"
10788,"tông","鬃"
10789,"thế","鬄"
10790,"bằng","鬅"
10791,"tông","鬆"
10792,"tùng","鬆"
10793,"quyền","鬈"
10794,"tiên","鬋"
10795,"tiễn","鬋"
10796,"đoả","鬌"
10797,"hồ","鬍"
10798,"lạt","鬎"
10799,"thích","鬎"
10800,"kì","鬐"
10801,"kỳ","鬐"
10802,"liêm","鬑"
10803,"chân","鬒"
10804,"chẩn","鬒"
10805,"man","鬘"
10806,"tu","鬚"
10807,"hoàn","鬟"
10808,"thôi","鬟"
10809,"mấn","鬢"
10810,"tấn","鬢"
10811,"liệp","鬣"
10812,"đấu","鬥"
10813,"náo","鬧"
10814,"nháo","鬧"
10815,"hống","鬨"
10816,"hám","鬫"
10817,"cưu","鬮"
10818,"cự","鬯"
10819,"sưởng","鬯"
10820,"uất","鬱"
10821,"úc","鬱"
10822,"cách","鬲"
10823,"tầm","鬵"
10824,"tông","鬷"
10825,"dục","鬻"
10826,"quỉ","鬼"
10827,"quỷ","鬼"
10828,"khôi","魁"
10829,"hồn","魂"
10830,"bạt","魃"
10831,"cánh","魃"
10832,"phách","魄"
10833,"mị","魅"
10834,"mỵ","魅"
10835,"tiêu","魈"
10836,"vực","魊"
10837,"đồi","魋"
10838,"võng","魍"
10839,"lượng","魎"
10840,"lưỡng","魎"
10841,"nguỵ","魏"
10842,"li","魑"
10843,"ly","魑"
10844,"si","魑"
10845,"ma","魔"
10846,"kì","魕"
10847,"kỳ","魕"
10848,"yểm","魘"
10849,"yếm","魘"
10850,"ngư","魚"
10851,"đao","魛"
10852,"cánh","魧"
10853,"đồn","魨"
10854,"lỗ","魯"
10855,"phòng","魴"
10856,"phường","魴"
10857,"vưu","魷"
10858,"đà","鮀"
10859,"tễ","鮆"
10860,"thai","鮐"
10861,"bào","鮑"
10862,"bảo","鮑"
10863,"phụ","鮒"
10864,"trả","鮓"
10865,"xạ","鮓"
10866,"kiết","鮚"
10867,"nhi","鮞"
10868,"ngôi","鮠"
10869,"nguy","鮠"
10870,"phập","鮥"
10871,"đồng","鮦"
10872,"vị","鮪"
10873,"vĩ","鮪"
10874,"giao","鮫"
10875,"khuê","鮭"
10876,"tiên","鮮"
10877,"tiển","鮮"
10878,"chiếp","鮿"
10879,"vảy","鮿"
10880,"cổn","鯀"
10881,"ngạnh","鯁"
10882,"du","鯈"
10883,"tu","鯈"
10884,"lí","鯉"
10885,"lý","鯉"
10886,"sa","鯊"
10887,"tri","鯔"
10888,"kì","鯕"
10889,"kỳ","鯕"
10890,"chinh","鯖"
10891,"thanh","鯖"
10892,"tưởng","鯗"
10893,"quí","鯚"
10894,"quý","鯚"
10895,"điêu","鯛"
10896,"lai","鯠"
10897,"phi","鯡"
10898,"nghê","鯢"
10899,"côn","鯤"
10900,"xương","鯧"
10901,"kình","鯨"
10902,"lăng","鯪"
10903,"tưu","鯫"
10904,"tức","鯽"
10905,"điệp","鰈"
10906,"hoàng","鰉"
10907,"huỳnh","鰉"
10908,"yển","鰋"
10909,"thu","鰍"
10910,"phục","鰒"
10911,"tai","鰓"
10912,"tư","鰓"
10913,"kiêm","鰜"
10914,"thì","鰣"
10915,"sư","鰤"
10916,"quan","鰥"
10917,"tháp","鰨"
10918,"dao","鰩"
10919,"diêu","鰩"
10920,"kì","鰭"
10921,"kỳ","鰭"
10922,"liên","鰱"
10923,"ngao","鰲"
10924,"lặc","鰳"
10925,"điều","鰷"
10926,"man","鰻"
10927,"phiêu","鰾"
10928,"phiếu","鰾"
10929,"chương","鱆"
10930,"tuyết","鱈"
10931,"miết","鱉"
10932,"bát","鱍"
10933,"tỗn","鱒"
10934,"thiện","鱔"
10935,"quyết","鱖"
10936,"lân","鱗"
10937,"tầm","鱘"
10938,"hậu","鱟"
10939,"hấu","鱟"
10940,"khoái","鱠"
10941,"quái","鱠"
10942,"chiên","鱣"
10943,"lễ","鱧"
10944,"thường","鱨"
10945,"tễ","鱭"
10946,"tự","鱮"
10947,"châm","鱵"
10948,"ngạc","鱷"
10949,"lư","鱸"
10950,"li","鱺"
10951,"ly","鱺"
10952,"điểu","鳥"
10953,"phầu","鳧"
10954,"phù","鳧"
10955,"cưu","鳩"
10956,"thi","鳲"
10957,"phượng","鳳"
10958,"minh","鳴"
10959,"diên","鳶"
10960,"tra","鳿"
10961,"quyết","鴃"
10962,"chậm","鴆"
10963,"trấm","鴆"
10964,"bảo","鴇"
10965,"nhạn","鴈"
10966,"nha","鴉"
10967,"linh","鴒"
10968,"đà","鴕"
10969,"uyên","鴛"
10970,"cù","鴝"
10971,"hào","鴞"
10972,"chi","鴟"
10973,"si","鴟"
10974,"váy","鴠"
10975,"cô","鴣"
10976,"duật","鴥"
10977,"ương","鴦"
10978,"áp","鴨"
10979,"quát","鴰"
10980,"yến","鴳"
10981,"liệt","鴷"
10982,"hồng","鴻"
10983,"như","鴽"
10984,"cáp","鴿"
10985,"giao","鵁"
10986,"hưu","鵂"
10987,"châu","鵃"
10988,"quyên","鵑"
10989,"dục","鵒"
10990,"bột","鵓"
10991,"quyết","鵙"
10992,"đề","鵜"
10993,"nga","鵝"
10994,"cuồng","鵟"
10995,"cốc","鵠"
10996,"hộc","鵠"
10997,"vũ","鵡"
10998,"phục","鵩"
10999,"am","鵪"
11000,"bằng","鵬"
11001,"điêu","鵰"
11002,"thước","鵲"
11003,"uyên","鵷"
11004,"uyển","鵷"
11005,"chuy","鵻"
11006,"giai","鵻"
11007,"nghịch","鶂"
11008,"tinh","鶄"
11009,"đông","鶇"
11010,"thuần","鶉"
11011,"canh","鶊"
11012,"thu","鶖"
11013,"hồ","鶘"
11014,"ngạc","鶚"
11015,"yến","鶠"
11016,"hạt","鶡"
11017,"hát","鶡"
11018,"anh","鶧"
11019,"vụ","鶩"
11020,"cù","鶪"
11021,"thương","鶬"
11022,"oanh","鶯"
11023,"ông","鶲"
11024,"hạc","鶴"
11025,"sô","鶵"
11026,"nhược","鶸"
11027,"lưu","鶹"
11028,"tích","鶺"
11029,"cốt","鶻"
11030,"kiêm","鶼"
11031,"nghịch","鷁"
11032,"dao","鷂"
11033,"diêu","鷂"
11034,"yến","鷃"
11035,"chá","鷓"
11036,"giá","鷓"
11037,"thứ","鷓"
11038,"ê","鷖"
11039,"âu","鷗"
11040,"chí","鷙"
11041,"sương","鷞"
11042,"thốc","鷟"
11043,"trạc","鷟"
11044,"ti","鷥"
11045,"tư","鷥"
11046,"ty","鷥"
11047,"tiêu","鷦"
11048,"tế","鷩"
11049,"túc","鷫"
11050,"phiên","鷭"
11051,"liêu","鷯"
11052,"yến","鷰"
11053,"thứu","鷲"
11054,"nhàn","鷳"
11055,"nhàn","鷴"
11056,"duật","鷸"
11057,"ưng","鷹"
11058,"lộ","鷺"
11059,"khê","鸂"
11060,"chiên","鸇"
11061,"ninh","鸋"
11062,"nhạc","鸑"
11063,"hạc","鸒"
11064,"lô","鸕"
11065,"anh","鸚"
11066,"hoan","鸛"
11067,"quán","鸛"
11068,"li","鸝"
11069,"ly","鸝"
11070,"loan","鸞"
11071,"lỗ","鹵"
11072,"hàm","鹹"
11073,"ta","鹺"
11074,"dảm","鹼"
11075,"kiềm","鹼"
11076,"kiểm","鹼"
11077,"diêm","鹽"
11078,"lộc","鹿"
11079,"ưu","麀"
11080,"kỉ","麂"
11081,"kỷ","麂"
11082,"tiêu","麃"
11083,"quân","麇"
11084,"chủ","麈"
11085,"mê","麋"
11086,"mi","麋"
11087,"ngu","麌"
11088,"nghê","麑"
11089,"kì","麒"
11090,"kỳ","麒"
11091,"lộc","麓"
11092,"lệ","麗"
11093,"xạ","麝"
11094,"lân","麟"
11095,"thô","麤"
11096,"mạch","麥"
11097,"hột","麧"
11098,"phu","麩"
11099,"khứ","麮"
11100,"mâu","麰"
11101,"cúc","麴"
11102,"khúc","麴"
11103,"miên","麵"
11104,"miến","麵"
11105,"li","麶"
11106,"ly","麶"
11107,"phong","麷"
11108,"ma","麻"
11109,"ma","麼"
11110,"huy","麾"
11111,"hoàng","黃"
11112,"huỳnh","黃"
11113,"đẩu","黈"
11114,"huỳnh","黌"
11115,"thử","黍"
11116,"lê","黎"
11117,"niêm","黏"
11118,"li","黐"
11119,"ly","黐"
11120,"hắc","黑"
11121,"kiềm","黔"
11122,"mặc","默"
11123,"đại","黛"
11124,"truất","黜"
11125,"ảo","黝"
11126,"ửu","黝"
11127,"điểm","點"
11128,"y","黟"
11129,"hiệp","黠"
11130,"hiệt","黠"
11131,"kình","黥"
11132,"uất","黦"
11133,"lê","黧"
11134,"đảng","黨"
11135,"ảm","黯"
11136,"ám","黯"
11137,"chẩn","黰"
11138,"chấn","黰"
11139,"thảm","黲"
11140,"mi","黴"
11141,"yểm","黶"
11142,"độc","黷"
11143,"chỉ","黹"
11144,"phất","黹"
11145,"phất","黻"
11146,"phủ","黼"
